2024-10-01,2.21,Yes,-2.82
2024-10-02,0.43,Yes,-2.82
2024-10-03,0.68,Yes,-2.82
2024-10-04,1.96,Yes,-2.82
2024-10-05,1.16,Yes,-2.82
2024-10-06,0.77,No,-1.39
2024-10-07,1.70,No,-1.39
2024-10-08,1.29,No,-1.39
2024-10-09,0.03,No,-1.39
2024-10-10,0.86,No,-1.39
2024-10-11,0.31,No,-1.39
2024-10-12,6.31,No,-1.39
2024-10-13,1.41,No,-1.39
2024-10-14,1.25,No,-1.39
2024-10-15,1.19,No,-1.39
2024-10-16,0.27,No,-1.39
2024-10-17,0.30,No,-1.39
2024-10-18,2.70,No,-1.39
2024-10-19,0.68,No,-1.39
2024-10-20,0.01,No,-1.39
2024-10-21,1.28,No,-1.39
2024-10-22,2.28,No,-1.39
2024-10-23,0.93,No,-1.39
2024-10-24,0.46,No,-1.39
2024-10-25,1.42,No,-1.39
2024-10-26,1.17,No,-1.39
2024-10-27,1.97,No,-1.39
2024-10-28,2.58,No,-1.39
2024-10-29,2.13,No,-1.39
2024-10-30,0.95,Yes,-2.82
2024-10-31,2.26,Yes,-2.82
2024-11 - Average 1.59 Hours
2024-11-01,0.71,Yes,-2.82
2024-11-02,1.95,Yes,-2.82
2024-11-03,0.11,Yes,-2.82
2024-11-04,1.19,Yes,-2.82
2024-11-05,2.79,No,-1.59
2024-11-06,0.39,No,-1.59
2024-11-07,0.75,No,-1.59
2024-11-08,0.72,No,-1.59
2024-11-09,2.50,No,-1.59
2024-11-10,1.09,No,-1.59
2024-11-11,1.37,No,-1.59
2024-11-12,0.79,No,-1.59
2024-11-13,0.50,No,-1.59
2024-11-14,1.21,No,-1.59
2024-11-15,5.59,No,-1.59
2024-11-16,2.17,No,-1.59
2024-11-17,0.97,No,-1.59
2024-11-18,2.01,No,-1.59
2024-11-19,1.29,No,-1.59
2024-11-20,0.72,No,-1.59
2024-11-21,0.93,No,-1.59
2024-11-22,1.48,No,-1.59
2024-11-23,2.57,No,-1.59
2024-11-24,4.33,No,-1.59
2024-11-25,1.58,No,-1.59
